date,low,high,last,weighted_avg,id_full,buy_volume,sell_volume,total_volume
2024-11-02 11:00:00,16.00,98.00,16.00,65.77,65.77,154.9,303.2,229.1
2024-11-02 12:00:00,38.46,92.11,38.46,76.13,76.13,131.6,359.9,245.8
2024-11-02 13:00:00,51.00,93.00,51.00,85.39,85.39,126.9,563.3,345.1
2024-11-02 14:00:00,63.14,109.50,71.12,95.87,95.87,109.3,628.2,368.8
2024-11-02 15:00:00,71.92,121.44,74.50,104.40,104.40,130.6,250.5,190.6
2024-11-02 16:00:00,95.02,138.49,100.00,120.06,120.06,37.9,208.9,123.4
2024-11-02 17:00:00,146.90,209.00,153.01,156.62,156.62,109.5,106.2,107.9
2024-11-02 18:00:00,136.99,158.59,138.46,149.84,149.84,411.8,195.1,303.5
2024-11-02 19:00:00,121.99,140.52,124.78,133.06,133.06,270.0,97.8,183.9
2024-11-02 20:00:00,106.91,125.00,106.91,119.92,119.92,254.3,120.5,187.4
2024-11-02 21:00:00,90.11,114.70,90.11,108.36,108.36,187.6,188.6,188.1
2024-11-02 22:00:00,104.13,111.00,104.13,107.62,107.62,223.9,309.8,266.9
2024-11-02 23:00:00,92.85,103.00,93.40,99.84,99.84,85.2,265.5,175.4
2024-11-03 00:00:00,93.00,100.88,96.24,97.36,,88.5,77.0,82.8
2024-11-03 01:00:00,86.05,95.70,86.05,93.09,,77.2,91.3,84.3
2024-11-03 02:00:00,80.49,89.89,83.03,84.33,,56.5,121.2,88.9
2024-11-03 03:00:00,80.00,85.60,80.00,81.77,,43.2,86.5,64.9
2024-11-03 04:00:00,79.60,87.51,81.07,83.29,,68.5,54.3,61.4
2024-11-03 05:00:00,80.35,84.30,81.31,81.91,,25.0,72.6,48.8
2024-11-03 06:00:00,82.74,94.30,89.10,89.08,,76.0,152.7,114.4
2024-11-03 07:00:00,86.41,98.90,89.60,90.80,,175.6,403.2,289.4
2024-11-03 08:00:00,78.09,89.00,78.50,81.62,,66.7,307.7,187.2
2024-11-03 09:00:00,66.00,89.00,71.00,74.55,,134.0,360.7,247.4
2024-11-03 10:00:00,46.70,75.74,63.00,59.98,,182.0,298.2,240.1
2024-11-03 11:00:00,50.00,94.99,86.00,64.34,,281.4,462.1,371.8
2024-11-03 12:00:00,15.00,60.00,15.00,49.60,,229.8,345.2,287.5
2024-11-03 13:00:00,50.00,69.00,53.10,59.65,,321.1,511.5,416.3
2024-11-03 14:00:00,45.70,90.10,46.50,70.71,,165.0,318.3,241.7
2024-11-03 15:00:00,70.00,106.70,70.00,89.83,,20.0,89.1,54.6
2024-11-03 16:00:00,95.00,119.31,95.00,109.92,,48.0,122.2,85.1
2024-11-03 17:00:00,120.00,129.99,120.00,129.22,,4.6,4.0,4.3
2024-11-03 18:00:00,110.00,120.00,110.00,116.12,,10.2,59.5,34.9
2024-11-03 19:00:00,110.00,110.00,110.00,110.00,,0.2,0.0,0.1
2024-11-03 20:00:00,0.00,0.00,0.00,0.00,,0.0,0.0,0.0
2024-11-03 21:00:00,0.00,0.00,0.00,0.00,,0.0,0.0,0.0
2024-11-03 22:00:00,90.92,91.00,91.00,90.95,,45.9,0.0,23.0
2024-11-03 23:00:00,80.00,85.00,85.00,84.95,,10.1,0.0,5.1
