date,Buy_Volume,Sell_Volume,Volume,Price
2025-01-13 00:00:00,0.0,0.0,0.0,27.88
2025-01-13 00:30:00,0.0,0.0,0.0,27.88
2025-01-13 01:00:00,0.0,0.0,0.0,27.88
2025-01-13 01:30:00,0.0,0.0,0.0,27.88
2025-01-13 02:00:00,0.0,0.0,0.0,24.07
2025-01-13 02:30:00,0.0,0.0,0.0,24.07
2025-01-13 03:00:00,0.0,0.0,0.0,24.07
2025-01-13 03:30:00,0.0,0.0,0.0,24.07
2025-01-13 04:00:00,0.0,0.0,0.0,24.07
2025-01-13 04:30:00,0.0,0.0,0.0,24.07
2025-01-13 05:00:00,0.0,0.0,0.0,24.07
2025-01-13 05:30:00,0.0,0.0,0.0,24.07
2025-01-13 06:00:00,0.0,0.0,0.0,19.83
2025-01-13 06:30:00,0.0,0.0,0.0,19.83
2025-01-13 07:00:00,0.0,0.0,0.0,19.83
2025-01-13 07:30:00,0.0,0.0,0.0,19.83
2025-01-13 08:00:00,0.0,0.0,0.0,19.41
2025-01-13 08:30:00,0.0,0.0,0.0,19.41
2025-01-13 09:00:00,0.0,0.0,0.0,19.41
2025-01-13 09:30:00,0.0,0.0,0.0,19.41
2025-01-13 10:00:00,0.0,0.0,0.0,0.0
2025-01-13 10:30:00,0.0,0.0,0.0,0.0
2025-01-13 11:00:00,0.0,0.0,0.0,0.0
2025-01-13 11:30:00,0.0,0.0,0.0,0.0
2025-01-13 12:00:00,0.0,0.0,0.0,-0.01
2025-01-13 12:30:00,0.0,0.0,0.0,-0.01
2025-01-13 13:00:00,0.0,0.0,0.0,-0.01
2025-01-13 13:30:00,0.0,0.0,0.0,-0.01
2025-01-13 14:00:00,0.0,0.0,0.0,-0.01
2025-01-13 14:30:00,0.0,0.0,0.0,-0.01
2025-01-13 15:00:00,0.0,0.0,0.0,-0.01
2025-01-13 15:30:00,0.0,0.0,0.0,-0.01
2025-01-13 16:00:00,0.0,0.0,0.0,-0.01
2025-01-13 16:30:00,0.0,0.0,0.0,-0.01
2025-01-13 17:00:00,0.0,0.0,0.0,-0.01
2025-01-13 17:30:00,0.0,0.0,0.0,-0.01
2025-01-13 18:00:00,0.0,0.0,0.0,4.99
2025-01-13 18:30:00,0.0,0.0,0.0,4.99
2025-01-13 19:00:00,0.0,0.0,0.0,4.99
2025-01-13 19:30:00,0.0,0.0,0.0,4.99
2025-01-13 20:00:00,0.0,0.0,0.0,5.0
2025-01-13 20:30:00,0.0,0.0,0.0,5.0
2025-01-13 21:00:00,0.0,0.0,0.0,5.0
2025-01-13 21:30:00,0.0,0.0,0.0,5.0
2025-01-13 22:00:00,0.0,0.0,0.0,4.99
2025-01-13 22:30:00,0.0,0.0,0.0,4.99
2025-01-13 23:00:00,0.0,0.0,0.0,4.99
2025-01-13 23:30:00,0.0,0.0,0.0,4.99
2025-01-14 00:00:00,0.0,0.0,0.0,24.07
2025-01-14 00:30:00,0.0,0.0,0.0,24.07
2025-01-14 01:00:00,0.0,0.0,0.0,24.07
2025-01-14 01:30:00,0.0,0.0,0.0,24.07
2025-01-14 02:00:00,0.0,0.0,0.0,13.42
2025-01-14 02:30:00,0.0,0.0,0.0,13.42
2025-01-14 03:00:00,0.0,0.0,0.0,13.42
2025-01-14 03:30:00,0.0,0.0,0.0,13.43
2025-01-14 04:00:00,0.0,0.0,0.0,24.22
2025-01-14 04:30:00,0.0,0.0,0.0,24.22
2025-01-14 05:00:00,0.0,0.0,0.0,24.22
2025-01-14 05:30:00,0.0,0.0,0.0,24.22
2025-01-14 06:00:00,0.0,0.0,0.0,31.81
2025-01-14 06:30:00,0.0,0.0,0.0,31.81
2025-01-14 07:00:00,0.0,0.0,0.0,31.81
2025-01-14 07:30:00,0.0,0.0,0.0,31.81
2025-01-14 08:00:00,0.0,0.0,0.0,26.39
2025-01-14 08:30:00,0.0,0.0,0.0,26.39
2025-01-14 09:00:00,0.0,0.0,0.0,26.39
